province,type_property,property_url,property_id,subtype_property,type_of_contract,postal_code,city,price,vat_included,state_of_property,heating_type,sun_exposure,livable_surface,construction_year,epc_score,latitude,longitude,furnished,facades,floors,bedrooms,bathrooms,showers,toilets,terrace,veranda,elevator,access_for_disabled,garden,garage,swimming_pool,cellar,attic,flooding_area_type,distance_from_train_stations_by_foot,distance_from_train_stations_by_car,distance_from_motorway_by_car,distance_from_bus_by_foot,distance_from_tram_by_foot,distance_from_metro_by_foot,distance_from_nursery_by_foot,distance_from_nursery_by_car,distance_from_preschool_by_foot,distance_from_preschool_by_car,distance_from_elementary_school_by_foot,distance_from_elementary_school_by_car,distance_from_high_school_by_foot,distance_from_high_school_by_car,distance_from_supermarket_by_foot,distance_from_supermarket_by_car,distance_from_supermarket_by_transports,description
vlaams-brabant,Apartment,https://immovlan.be/en/detail/penthouse/for-sale/3020/herent/rbw18405,rbw18405,penthouse,sale,3020,herent,613344.0,1,New,Electricity,North-east,118,2027,,50.91219641,4.66401642,0,4,2,2,1,,,1,,1,,1,,,,,no flooding area,1400.0,2600.0,2900.0,68.0,,,973.0,975.0,837.0,1600.0,825.0,1600.0,3600.0,3600.0,95.0,96.0,95.0,"Residentie Helios is een exclusief nieuwbouwproject gelegen aan de Omleiding 101-105 in Herent. Het project bestaat uit 18 moderne appartementen, variërend van 1- tot 3-slaapkamerindelingen, met oppervlakten tussen 70 en 120 m². Wonen in stijl en comfort Residentie Helios biedt 18 exclusieve appartementen met een moderne architectuur en hoogwaardige afwerking. Dankzij de grote raampartijen geniet je van een overvloed aan natuurlijk licht en een prachtig uitzicht op het groene binnenpark. Variatie aan indeling Binnen dit project heb je keuze tussen één- twee- en drieslaapkamerappartementen variërende tussen 70 en 120 m². Groene oase met alle comfort Grote terrassen voor optimaal buitenleven met uitzicht op eigen privépark Vloerverwarming voor een aangenaam binnenklimaat Warmtepomp met zonnepanelen voor ultieme energiezuinigheid Ventilatie D voor een gezond binnenklimaat Ondergrondse parkeergelegenheid en fietsenstalling De residentie beschikt over een ondergrondse kelder met autostaanplaatsen en privébergingen. Daarnaast zijn er ruime fietsenstallingen, zowel op de gelijkvloerse verdieping als in de kelder, geschikt voor zowel gewone fietsen als bakfietsen. Centrale ligging Residentie Helios is ideaal gelegen in Herent, met uitstekende verbindingen naar Leuven en Brussel. Winkels, scholen en openbaar vervoer bevinden zich op korte afstand, waardoor het project perfect bereikbaar is. Oplevering Dit project is momenteel in volle opbouw, de appartementen zullen afgewerkt worden tegen juni 2027. Wenst u meer informatie omtrent dit project? Neem gerust contact met ons op via
Tel
089.50.35.85
of via
Contact
!
* Sorry we haven’t received any English translation for this text.
Show all
Show less"
vlaams-brabant,House,https://immovlan.be/en/detail/residence/for-sale/3070/kortenberg/rbw18375,rbw18375,residence,sale,3070,kortenberg,592500.0,0,New,,West,195,2024,,50.90231105,4.55261972,0,3,3,4,2,,,1,,0,,1,1,,,,no flooding area,1500.0,1500.0,5700.0,110.0,,,455.0,455.0,755.0,755.0,755.0,755.0,5500.0,6200.0,496.0,481.0,496.0,"LAST PROPERTY AVAILABLE - LOT 3 (the other 10 properties have already been sold). Beautiful new-build house with a living area of +/- 195 m² with four bedrooms (+ dressing) and two bathrooms, located on a southwest-facing plot of 263 m² in Erps-Kwerps (Kortenberg). Private parking space (driveway). Purchase at 6% reduced VAT rate possible under conditions (= 638.250 euro ALL-in: incl. 12% registration duties on land and 6% VAT on construction). The energy-friendly house has an E-level ≤ 27 and was fitted with a heat pump and 12 solar panels (about 4.680 Wp). Not susceptible to flooding. Very good location in Erps-Kwerps with easy access, close to shops, schools and public transport. For more info, floor plans or specifications: contact us!
Show all
Show less"
vlaams-brabant,House,https://immovlan.be/en/detail/residence/for-sale/3070/kortenberg/rbw18374,rbw18374,residence,sale,3070,kortenberg,592500.0,0,New,,West,195,2024,,50.90231105,4.55261972,0,3,3,4,2,,,1,,0,,1,1,,,,no flooding area,1500.0,1500.0,5700.0,110.0,,,455.0,455.0,755.0,755.0,755.0,755.0,5500.0,6200.0,496.0,481.0,496.0,"Beautiful new-build house with a living area of +/- 195 m² with four bedrooms (+ dressing) and two bathrooms, located on a southwest-facing plot of 263 m² in Erps-Kwerps (Kortenberg). Private parking space (driveway). Purchase at 6% reduced VAT rate possible under conditions (= 638.250 euro ALL-in: incl. 12% registration duties on land and 6% VAT on construction). The energy-friendly house has an E-level ≤ 27 and was fitted with a heat pump and 12 solar panels (about 4.680 Wp). Not susceptible to flooding. Very good location in Erps-Kwerps with easy access, close to shops, schools and public transport. For more info, floor plans or specifications: contact us!
Show all
Show less"
vlaams-brabant,House,https://immovlan.be/en/detail/residence/for-sale/3090/overijse/rbw18373,rbw18373,residence,sale,3090,overijse,718000.0,0,New,,West,190,2024,,50.78956,4.496159,0,3,3,4,2,,,1,,0,,1,1,,,,no flooding area,4800.0,5000.0,1200.0,206.0,,,1300.0,1300.0,1300.0,1300.0,939.0,939.0,1900.0,1900.0,438.0,438.0,438.0,"Beautiful new-build house with a living area of +/- 190 m² with four bedrooms and two bathrooms, located on a West-facing plot of 570 m² in Jesus-Eik. Purchase at 6% reduced VAT rate possible under conditions (= 772.180 euro ALL-in: incl. 12% registration duties on land and 6% VAT on construction). The energy-friendly house has an E-level ≤ 27 and was fitted with a heat pump and 12 solar panels (about 4,200 Wp). Not susceptible to flooding. Very good location in Jezus-Eik (Overijse) with easy access, close to shops, schools and public transport. For more info, floor plans or specifications: contact us!
Show all
Show less"
vlaams-brabant,House,https://immovlan.be/en/detail/mixed-building/for-sale/3001/heverlee/rbw18370,rbw18370,mixed-building,sale,3001,heverlee,1200000.0,0,,Gas,South,600,,B,50.85303,4.65526,0,4,,5,3,,3,,,0,,,,,,,(information not available),3400.0,12100.0,12700.0,1200.0,,,2900.0,15100.0,1900.0,12600.0,1900.0,12600.0,5300.0,8700.0,1700.0,9500.0,1700.0,"A unique opportunity to acquire the versatile Raesborre Domain in Leuven-Heverlee, where living, working and profitability come together on an exceptional private plot of approx. 1.5 ha. The domain includes a stately main mansion, an independent guesthouse and an already operational B&B and event exploitation with valid permits. Today the property generates an annual turnover of more than €100,000, with room for further optimization or expansion. The beautiful park garden with pond, lots of greenery and several terraces creates an exceptional setting for living and working in complete privacy. The main house was completely renovated while maintaining its authentic character and offers four bedrooms, three bathrooms, a studioloft, several multifunctional rooms, two kitchens and spacious terraces overlooking the park garden. The separate cottage forms a full-fledged second living unit, suitable for guests, rental or professional use. In addition, the estate has garages, storage rooms and parking for more than 30 cars. The location is particularly favorable: close to Leuven, the E40 and with easy access to Brussels, while at the same time the domain offers complete tranquility and privacy in an idyllic setting. The property is not protected, offering additional flexibility for renovation or expansion. Raesborre Domain combines historic charm with modern comfort and is ideal as an exclusive residence, investment project or unique combination of both.
Show all
Show less"
vlaams-brabant,House,https://immovlan.be/en/detail/villa/for-sale/3001/heverlee/rbw18369,rbw18369,villa,sale,3001,heverlee,1200000.0,0,,Gas,South,600,,B,50.85303,4.65526,0,4,,5,3,,3,,,0,,,,,,,(information not available),3400.0,12100.0,12700.0,1200.0,,,2900.0,15100.0,1900.0,12600.0,1900.0,12600.0,5300.0,8700.0,1700.0,9500.0,1700.0,"A unique opportunity to acquire the versatile Raesborre Domain in Leuven-Heverlee, where living, working and profitability come together on an exceptional private plot of approx. 1.5 ha. The domain includes a stately main mansion, an independent guesthouse and an already operational B&B and event exploitation with valid permits. Today the property generates an annual turnover of more than €100,000, with room for further optimization or expansion. The beautiful park garden with pond, lots of greenery and several terraces creates an exceptional setting for living and working in complete privacy. The main house was completely renovated while maintaining its authentic character and offers four bedrooms, three bathrooms, a studioloft, several multifunctional rooms, two kitchens and spacious terraces overlooking the park garden. The separate cottage forms a full-fledged second living unit, suitable for guests, rental or professional use. In addition, the estate has garages, storage rooms and parking for more than 30 cars. The location is particularly favorable: close to Leuven, the E40 and with easy access to Brussels, while at the same time the domain offers complete tranquility and privacy in an idyllic setting. The property is not protected, offering additional flexibility for renovation or expansion. Raesborre Domain combines historic charm with modern comfort and is ideal as an exclusive residence, investment project or unique combination of both.
Show all
Show less"
vlaams-brabant,House,https://immovlan.be/en/detail/residence/for-sale/1970/wezembeek-oppem/rbw18358,rbw18358,residence,sale,1970,wezembeek-oppem,820000.0,0,To renovate,Gas,South-east,256,1954,C,50.841369,4.482272,0,,,6,3,,,1,0,0,0,1,1,,1,,no flooding area,6500.0,8300.0,1400.0,214.0,658.0,1400.0,918.0,918.0,37.0,37.0,37.0,37.0,1800.0,1900.0,631.0,656.0,631.0,"For sale: this villa is situated in a residential, green area near Dumonplein, shops, schools and public transport.
Layout of the villa, with approx. 256 m² of usable floor space, currently divided into 2 apartments (ground floor apartment of approx. 123 m² with cellar, garage and garden, and first-floor apartment of approx. 102 m² with terrace):
Ground floor: entrance hall with toilet, a living room with built-in fireplace and access to the terrace and garden, a fitted kitchen, 3 bedrooms, 2 bathrooms.
First floor comprising an entrance hall, a living room with access to the terrace, 3 bedrooms, a fitted kitchen, a bathroom and a separate toilet.
Attic: a 50m² attic. Ground floor heating with oil, first floor with gas heating. EPC ground floor: C, 273 kWh/m²/year. EPC first floor: C, 259 kWh/m²/year.
Key features:
• Space and comfort, as an investment or a home
• In need of a refresh – ready to move into
• Quiet, green and residential area close to all amenities.
ERA 3D TOUR:
http://vt8.eu/Immpuls_Ave9/
Interested? Contact your ERA estate agent on
Tel
02 688 06 68
or
Contact
YOUR DREAM HOME. FOUND!
Show all
Show less"
vlaams-brabant,House,https://immovlan.be/en/detail/residence/for-sale/1701/itterbeek/rbw18350,rbw18350,residence,sale,1701,itterbeek,499000.0,0,Normal,Gas,South-east,200,1993,B,50.8287287,4.2246141,,,3,3,2,,,,0,0,0,1,,,0,,no flooding area,5400.0,6900.0,5500.0,208.0,,,2100.0,2100.0,1100.0,1200.0,1100.0,1200.0,3700.0,4100.0,2500.0,2700.0,1800.0,"or sale: spacious three facades house on Roomstraat, Dilbeek, peacefully located in a green setting with views over trees and fields.
This property combines comfort and space with a unique layout. Thanks to the EPC label B, there is no renovation obligation, which means one less worry. The location in a rural, green environment offers peace and privacy, while the double kitchen and living space – one of which opens onto the pool – are ideal for those who like to receive guests or want a separate living area.
Main areas:
• Large open kitchen living room (65 m²) with fireplace
• Second living room (18.93 m²) with lots of light
• Second kitchen (24.46 m²) with induction hob, dishwasher and breakfast corner
• 3 bedrooms (19.5 m², 11.66 m², 19.5 m² with air conditioning)
• 2 bathrooms
• Poolhouse (20 m²)
Highlights:
• EPC B – no renovation obligation
• Peaceful location with open green views
• Two kitchens and living areas, one directly by the pool
Contact your ERA agent today to arrange a viewing.
YOUR DREAM HOUSE. FOUND!
Show all
Show less"
vlaams-brabant,Apartment,https://immovlan.be/en/detail/duplex/for-sale/1501/buizingen/vwd17779,vwd17779,duplex,sale,1501,buizingen,330000.0,,Excellent,Electricity,,140,,,50.7491876,4.2619999,,,,3,1,,,1,,,,1,,,,,(information not available),645.0,1100.0,1200.0,90.0,,,548.0,607.0,672.0,790.0,589.0,707.0,2300.0,2300.0,351.0,392.0,351.0,"Appartement duplex très spacieux au 1501 Halle
Charmant appartement duplex au cœur de Buizingen.
Cet appartement duplex bénéficie d'une situation centrale, à proximité immédiate des commerces, des écoles, des transports en commun et de la gare.
Il se situe dans la résidence Okapi.
L'entrée, sécurisée par une porte blindée, donne sur un hall d'entrée avec armoires intégrés.
L'appartement comprend un séjour spacieux, une cuisine équipée avec cellier attenant et trois chambres très spacieuses avec fenêtres de toit Velux électriques neuves.
L'appartement dispose d'une terrasse.
Une salle de bains avec WC est présente à chaque étage.
L'éclairage est assuré par des spots encastrés.
L'appartement a été entièrement rénové.
Une cave privative est également incluse.
L'acquisition d'un garage fermé est possible.
* Sorry we haven’t received any English translation for this text.
Show all
Show less"
vlaams-brabant,House,https://immovlan.be/en/detail/residence/for-sale/1703/schepdaal/rbw18330,rbw18330,residence,sale,1703,schepdaal,1795000.0,,Excellent,Gas,,22,1930,C,50.8383485,4.1958272,0,4,,5,3,,,1,,,,1,1,1,,,(information not available),3800.0,3800.0,8900.0,123.0,,,129.0,129.0,186.0,186.0,459.0,645.0,3500.0,4100.0,89.0,89.0,89.0,"Rarely does a property of this caliber come onto the market. Located in an enviable location in Schepdaal, we offer you this authentic country house from nineteen hundred and thirty. This characterful residence underwent a recent and extremely thorough total renovation where no expense was spared to unite historical grandeur with contemporary luxury and sustainability. The result is an impressive estate with a living area of no less than six hundred square meters, situated in its own park of nearly one hectare.
What makes this property truly unique in its segment is the energy score. For a detached house of this size and history, an EPC label C is nothing short of exceptional. This is the result of a thoughtful insulation strategy and the integration of modern techniques, allowing you to enjoy optimal living comfort with a manageable ecological footprint.
Upon entering the house, the enormous scale is immediately apparent. The living and dining rooms together cover an impressive area of approximately one hundred and thirty square meters. This space forms the beating heart of the house and exudes class. The fully equipped kitchen is a dream for every culinary enthusiast, bathed in natural light and with a panoramic view of the beautifully landscaped garden.
For the professional, an office is provided that directly overlooks the heated swimming pool. This workspace is additionally equipped with a separate archive room and its own seating area, making it the ideal place for discretion and focus.
Practical convenience is offered by an exceptionally spacious laundry room of twenty-seven square meters.
With five spacious bedrooms and three bathrooms, the main building offers all the space needed for a large family and guests. As an extra asset, the property features a full and independent studio of sixty square meters. With its own entrance, equipped kitchen, living room, and bathroom, this space is perfectly suited for an au pair, live-in parents, or a private guest suite.
The experience already begins at the private driveway that leads you to the estate. The parking options are unprecedented: you have three indoor garages and a spacious carport that also offers room for three cars. Whether you are a collector or receive many guests, there is no lack of space here.
The total land area of nine thousand seven hundred square meters transforms the garden into a private park. You enjoy absolute privacy here and a peaceful green view as far as the eye can see. The heated swimming pool is the icing on the cake for relaxation during the summer months.
This property is more than a home; it is a statement of timeless elegance and modern living comfort. A unique opportunity for those seeking unseen space and privacy just a stone's throw from Brussels.
Discover this masterpiece for yourself and make an appointment for a private tour.
📩 Contact Nils today via
Tel
0497 248 251
for more information or a visit on-site!
Urban planning information on request.
Show all
Show less"
vlaams-brabant,House,https://immovlan.be/en/detail/villa/for-sale/1640/sint-genesius-rode/vbe33675,vbe33675,villa,sale,1640,sint-genesius-rode,5500000.0,0,Excellent,Fuel oil,North,26,1964,C,50.74594,4.35753,0,4,2,7,7,7,7,1,,0,0,1,1,1,,,no flooding area,557.0,494.0,9700.0,202.0,,,764.0,896.0,929.0,1500.0,645.0,823.0,978.0,1200.0,894.0,1200.0,856.0,"Situated on one of the most prestigious avenues in
l'Espinette Centrale
, this exceptional property, designed by the architect
Vierin
, enjoys a unique setting in the heart of a magnificent
south-facing park of approximately 1.5 hectares.
Accessible via a majestic private driveway, the villa offers a living area of approximately
900 m²
. The spacious, light-filled reception rooms open onto a large terrace with a covered patio, the swimming pool and the landscaped grounds, featuring an elegant water feature.
The property comprises a fully equipped kitchen with a professional pantry,
5 bedrooms
including a spacious master suite,
5 bathrooms
,
3 studies
, a guest wing and a separate caretaker’s quarters.
Particularly well-suited to a car collector, it features an impressive inner courtyard and garages capable of accommodating up to
10 vehicles
.
The plot, straddling two avenues, also offers
potential for subdivision
. A particularly rare feature for a property of this scale, it boasts an
excellent
EPC C
rating.
An iconic property where a 1.5-hectare park, majestic interiors and high-end finishes combine to create one of the most exclusive addresses in Rhode-Saint-Genèse.
Show all
Show less"
vlaams-brabant,House,https://immovlan.be/en/detail/residence/for-sale/1980/zemst/rbw18324,rbw18324,residence,sale,1980,zemst,295000.0,,To be renovated,Gas,South-west,13,1965,E,50.9813687,4.4583533,0,2,,2,1,,,,,,,1,1,,0,1,(information not available),1700.0,1700.0,2700.0,127.0,,,746.0,761.0,688.0,996.0,688.0,996.0,4700.0,5000.0,749.0,763.0,593.0,"Charmante rijwoning met tuin en garage te koop in Zemst
Show all
Show less"
vlaams-brabant,House,https://immovlan.be/en/detail/mixed-building/for-sale/1800/vilvoorde/rbw18323,rbw18323,mixed-building,sale,1800,vilvoorde,594700.0,,Normal,Gas,,272,,C,50.946261,4.46032,,2,3,5,2,2,3,1,,,,1,1,,1,,(information not available),1700.0,1700.0,4100.0,150.0,,,544.0,544.0,403.0,613.0,403.0,613.0,2300.0,4600.0,2600.0,2700.0,2000.0,"Uitzonderlijke woning met veel potentieel op een centrale locatie
Deze zéér grote en karaktervolle woning is gelegen in Houtem, een gezellige en rustige deelgemeente van Vilvoorde. Het pand bestaat uit een huis (nu ingedeeld in verschillende units), een zeer diepe garage/loods (120m2), een magazijn/opslagruimte (52m2), een achterliggend kantoor/leefruimte en toffe, grote tuin.
De poort van de garage is automatisch te openen via een afstandsbediening en is met zijn 3m30 breedte en 3m hoogte hoger dan een standaard poort waardoor er met gemak meerdere wagens of bestelwagens in kunnen. Dit is dan ook een uitstekende opportuniteit voor mensen die een veelzijdige woning zoeken en voor aannemers of zelfstandigen die opslag en voldoende parkeerruimte nodig hebben.
We betreden het voorhuis via de prachtige gang met authentieke elementen, waaronder charmante patroontegels, gewelven en authentieke deuren. Rechts van de trap vinden we een ruime kamer, op dit moment ingericht als leefruimte, keuken en eetkamer. Achterliggend is nog een doorgang naar het achterhuis/garage met een toiletje, aansluitingen voor wasmachine en droogkast en toegang tot de kelder.
Op de eerste verdieping van het voorhuis bevindt zich een volledig ingericht appartement. Het toffe appartement bestaat uit een riante inkomhal, twee zeer ruime slaapkamers waarvan één met aansluitend een nette badkamer voorzien van een douche-cabine, lavabo en toilet. Verder zijn er nog een lichtrijke woonkamer, eetkamer en open keuken met aansluitend een aangelegd terras. Via het terras betreden we het plat dak waar nog een werkruimte/opbergruimte te vinden is.
Op de tweede verdieping van het voorhuis hebben we nog 3 slaapkamers van aanzienlijke grootte en opnieuw een mooi verzorgde badkamer met douche-cabine, toilet en lavabo.
Naast de voordeur bevindt zich een zeer grote poort die toegang biedt tot de hoge en heel diepe garage, dit geeft de opportuniteit om meerdere wagens of camionettes binnen te parkeren. Via de garage bereik je een praktisch magazijn waar heel wat opbergruimte is voor materialen te stockeren, alsook een extra ruimte die op dit moment gebruikt wordt als leefruimte en voorzien is van een keuken met industriële look. Deze kan dus perfect als kantoor of vergaderruimte gebruikt worden. Zowel via de achterliggende leefruimte en de garage kan je de rustgevende tuin bereiken die onlangs nog werd uitgebreid.
Kortom is dit een fantastisch huis dat eruit springt met zijn karakteristieke elementen en een uitstekende opportuniteit is voor mensen die een grote en mooie woning zoeken met zeer veel ruimte en mogelijkheden. Perfect te gebruiken als kangoeroewoning of voor zelfstandigen die hun magazijn en garage graag inpandig in hun woning hebben.
Show all
Show less"
vlaams-brabant,House,https://immovlan.be/en/detail/villa/for-sale/1910/kampenhout/rbw18316,rbw18316,villa,sale,1910,kampenhout,709056.0,,New,,,1958,,,50.952464,4.5840957,,4,,3,,,,,,,,,,,,,(information not available),3000.0,3500.0,11300.0,431.0,,,2000.0,2300.0,1200.0,1300.0,1200.0,1300.0,4400.0,4800.0,1900.0,2500.0,930.0,"Buildable plot with permit – turnkey proposal via external partner Sparrendreef 7, 1910 Kampenhout – prices excl. VAT In the prestigious Sparrendreef in Kampenhout, we offer an exceptional buildable plot of 1,958 m², with an approved permit for constructing a stylish single-family home. The plot is discreetly located at the rear, surrounded by mature trees, providing peace, privacy, and exclusivity — a rare opportunity in this sought-after area. For interested buyers, a turnkey proposal has been prepared by a certified external builder. The project includes a house of approximately 200 m² of living space, with the option of a finished attic of ± 75 m². The design is fully customizable in consultation with the architect: layout, materials, finishes, and style are completely flexible. The permitted house has a façade width of 12.5 m, a building depth of 8 m on both ground and first floors, plus an additional attic space. Example specifications • Triple glazing • Heat pump (Viessmann) with underfloor heating • Ventilation system type D • 10 solar panels • Kitchen budget €20,000 • Bathroom with bathtub, walk-in shower, and double sink • Two wooden staircases • Wide selection of bricks, flooring, and finishes • High energy efficiency and insulation Indicative investment (excl. VAT) • Plot: € 349.000 • Registration fees & notary according to legal rates • Turnkey house: €360,056 Prices are indicative and depend on chosen finishes and contractor. VAT applies according to legal requirements. This is a unique opportunity for those seeking an exclusive, green living environment with full architectural freedom and immediate building possibilities. For more information or a site visit: 📞
Tel
02 731 07 07
✉️
Contact
Show all
Show less"
vlaams-brabant,House,https://immovlan.be/en/detail/residence/for-sale/1910/kampenhout/rbw18303,rbw18303,residence,sale,1910,kampenhout,549000.0,0,,Fuel oil,North-west,206,1979,A+,50.9533263,4.5852313,,4,,3,2,,,1,,0,0,,1,,,,no flooding area,3000.0,3700.0,11400.0,599.0,,,2000.0,2500.0,1400.0,1500.0,1400.0,1500.0,4400.0,5000.0,1900.0,2700.0,855.0,"Hidden at the end of a dead-end street, in the middle of an extremely residential area, lies this timeless detached single-story villa on a beautiful plot of 22a 49ca. A place where peace, privacy, and charm effortlessly come together. With a living area of 206 m², the house welcomes you with a particularly logical and warm layout, designed for comfortable living and to fully enjoy the light, space, and serenity around. The villa has 3 bedrooms, including a spacious master suite with an open bathroom where you can feel like a real movie star. The bathroom exudes an elegant charm from bygone times and gives the space an almost cinematic atmosphere. A separate shower room is provided for the other bedrooms. The property exudes possibilities and potential. During a visit, you immediately feel the unique atmosphere and discover how many opportunities are hidden here. Moreover, the renovation obligation from EPC label E to label D according to the expert is particularly easy to tackle with just the installation of a new boiler. A rare property for those who dream of timeless living, surrounded by greenery and pure tranquility. Do not miss this opportunity.
Show all
Show less"
vlaams-brabant,House,https://immovlan.be/en/detail/residence/for-sale/3130/begijnendijk/rbw18293,rbw18293,residence,sale,3130,begijnendijk,315000.0,0,,Fuel oil,,198,1956,E,51.0282265,4.7914455,,4,2,4,1,,1,,,0,0,,1,,,,no flooding area,1300.0,1200.0,12300.0,1300.0,,,1400.0,2000.0,1600.0,2300.0,1600.0,2300.0,5700.0,6400.0,1900.0,2400.0,1300.0,"Deze eengezinswoning met 4 (slaap)kamers staat op een diep en breed (ca 26 m!) perceel van 25a61ca en ligt op een boogscheut van het centrum en op slechts 1.2 km van trein perron en biedt alle potentieel om volledig naar wens te moderniseren. De inkomhal geeft toegang tot een L-vormige woonkamer. De gesloten keuken oogt modern en is voorzien met voldoende kasten en spoelbak. Via de keuken komt men enerzijds in een gelijkvloerse (slaap)kamer (16m²) en badkamer met bad en lavabo. Zo is gelijkvloers wonen ook mogelijk. Achter de keuken heeft men toegang tot een aanbouw met de overdekte veranda, apart toilet en een bijkeuken of wasberging. De eerste verdieping biedt een slaapkamer (16m²) vooraan met grote overloop. Achteraan zijn er 2 slaapkamers waarvan 1 met lavabo (13,6m²-12 m²) en een doorloopkamer (10m²) die kan ingericht worden als bv 2e badkamer, bureau of ... De woning beschikt over een kleine kelder, pvc ramen en rolluiken beneden en CV op stookolie. Aardgas voor de deur. Verder heeft men overdekt terras, garage, buitenberging met bovengrondse stookolietank (’24). Op het perceel vooraan ook mogelijkheid tot creëren van meerdere staanplaatsen. De tuin is diep en grenst achteraan aan 2 akkers en is geschikt voor houden van bv kleine dieren, groentetuin… Regenwaterput aanwezig. Bent u op zoek naar een ruime woning met opties en grote tuin? Contacteer ons dan snel voor een bezoek! Vraagprijs exclusief registratie- en notariskosten – Wil u weten wat uw eigen woning echt waard is? Wij schatten steeds gratis en correct! –
* Sorry we haven’t received any English translation for this text.
Show all
Show less"
vlaams-brabant,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1932/woluwe-saint-etienne/vbe33633,vbe33633,apartment,sale,1932,woluwe-saint-etienne,199000.0,1,Excellent,Gas,South,6,1974,B,50.8691972,4.4502354,0,2,13,1,1,1,1,1,,1,0,,,,,,no flooding area,2600.0,3800.0,710.0,234.0,2200.0,,856.0,850.0,545.0,607.0,545.0,607.0,1600.0,2300.0,260.0,394.0,260.0,"À WOLUWE-SAINT-ÉTIENNE, proche des cliniques Saint-Luc, dans un quartier verdoyant, situé au 6E étage d'un bel immeuble avec ascenseur, superbe studio aménagé en appartement 1 chambre de ± 40m² bruts avec terrasse. Composition : hall d’entrée avec dressing encastré, chambre de ± 10m² avec salle de bains et WC, living de ± 25m² avec cuisine ouverte super équipée et terrasse SUD attenante de ± 5m². Emplacement de parking extérieur en supplément de 15 000€. Détails : entièrement rénové en 2024 avec matériaux de qualité, PEB B, électricité conforme, nombreux rangements et meubles encastrés. Idéal pour investissement locatif ou premier achat. Charges : 265€/mois : eau, chauffage, communs, ascenseurs, assurance, syndic, fond de réserve. Idéalement situé à proximité de nombreux commerces et commodités : Cora, Delhaize, Carrefour, Färm, pharmacie, UCL, EPHEC, ECAM, PARNASSE, École européenne de Bruxelles II, … Transports en commun : Station Alma, bus 42, 79, 178, 359 et 659. Annonce et indications non contractuelles, sous réserve de modifications. Info :
Contact
– Tel :
Tel
02 779 99 99
– ID 7695783
Show all
Show less"
vlaams-brabant,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1730/asse/rbw18140,rbw18140,apartment,sale,1730,asse,249000.0,1,Normal,Gas,South-west,13,1975,C,50.9104468,4.1992484,0,3,4,2,1,,1,,,1,0,,,,1,,(information not available),838.0,842.0,4100.0,186.0,,,747.0,886.0,168.0,366.0,534.0,541.0,328.0,341.0,2.0,2.0,2.0,"VALIMMAS verkoopt in het centrum van Asse dit verzorgde en direct instapklare hoekappartement op de derde verdieping (met lift). Het appartement bestaat uit een inkomhal met vestiairekast, een toilet, een ruime living, een ingerichte keuken, een badkamer met douche, en twee slaapkamers. Inclusief een kelder en het gebruik van de gemeenschappelijke fietsenberging. Hoekappartement = veel lichtinval ! Gelegen in de onmiddellijke nabijheid van winkels, scholen, Markt, bushalte en station. Mobiscore 8,6/10.
Show all
Show less"
vlaams-brabant,Apartment,https://immovlan.be/en/detail/ground-floor/for-sale/1850/grimbergen/rbw18092,rbw18092,ground-floor,sale,1850,grimbergen,249000.0,0,To be renovated,Gas,North-east,75,1958,D,50.93607,4.36553,0,3,2,1,1,,1,1,,0,,,,,,,(information not available),6700.0,6800.0,2200.0,229.0,,,1500.0,1600.0,777.0,796.0,777.0,796.0,484.0,681.0,718.0,774.0,636.0,"Vous recherchez un logement abordable ou un investissement intéressant? Alors cet appartement de plain-pied d’environ 75 m² mérite assurément votre attention. Situé dans une petite résidence à faibles charges communes, il bénéficie d’un environnement calme tout en offrant un accès rapide à Bruxelles et à toutes les commodités du quotidien. Grâce à son agréable espace extérieur et à sa véranda, cet appartement dispose également d’un atout supplémentaire en matière de confort de vie. Composition L’appartement se compose d’un hall d’entrée, d’un lumineux séjour, d’une cuisine, d’une grande chambre, d’une salle de bains ainsi que d’un débarras. Une véranda prolonge l’espace de vie et donne accès à l’extérieur, idéal pour profiter d’un confort supplémentaire tout au long de l’année. Caractéristiques - Appartement au rez-de-chaussée - Surface habitable d’environ 75 m² - Situé aux portes de Bruxelles - Petite copropriété avec faibles charges communes - À rafraîchir légèrement - Idéal comme premier achat ou comme investissement - Bonne accessibilité et proximité des commodités - Mesures reprises au registre des mesures: non Que vous soyez à la recherche de votre premier logement ou d’un investissement rentable, cet appartement offre un beau potentiel dans un emplacement recherché. Intéressé(e)? Contactez-nous dès aujourd’hui pour obtenir plus d’informations ou pour organiser une visite au
Tel
02 460 80 46
ou via
Contact
.
* Sorry we haven’t received any English translation for this text.
Show all
Show less"
